Nr Source Form;Year;Dt Begin Period;Dt End Period;Nr Week Marketing Year;Member State;Ds Product Short;Product;Product Stage;Market;Ds Price Uom;Ds Period Type;Vl Euro Price;Is Calculated
829;2021;01/03/2021;07/03/2021;9;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;62,86;N
829;2021;01/03/2021;31/03/2021;9;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Month;73,08;Y
829;2021;01/03/2021;07/03/2021;9;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;90,00;N
829;2021;01/03/2021;31/03/2021;9;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Month;114,52;Y
829;2021;01/03/2021;07/03/2021;9;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;01/03/2021;31/03/2021;9;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Month;93,71;Y
829;2021;01/03/2021;07/03/2021;9;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;120,95;N
829;2021;01/03/2021;31/03/2021;9;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Month;190,84;Y
829;2021;01/03/2021;07/03/2021;9;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;78,39;N
829;2021;01/03/2021;31/03/2021;9;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Month;78,44;Y
829;2021;01/03/2021;07/03/2021;9;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Week;30,28;N
829;2021;01/03/2021;31/03/2021;9;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Month;31,61;Y
829;2021;01/03/2021;07/03/2021;9;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;69,31;N
829;2021;01/03/2021;31/03/2021;9;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Month;80,31;Y
829;2021;08/03/2021;14/03/2021;10;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;08/03/2021;14/03/2021;10;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;71,53;N
829;2021;08/03/2021;14/03/2021;10;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;95,00;N
829;2021;08/03/2021;14/03/2021;10;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;08/03/2021;14/03/2021;10;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;193,28;N
829;2021;08/03/2021;14/03/2021;10;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;78,38;N
829;2021;08/03/2021;14/03/2021;10;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Week;30,96;N
829;2021;08/03/2021;14/03/2021;10;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;82,19;N
829;2021;15/03/2021;21/03/2021;11;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;15/03/2021;21/03/2021;11;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;75,93;N
829;2021;15/03/2021;21/03/2021;11;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;130,00;N
829;2021;15/03/2021;21/03/2021;11;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;95,00;N
829;2021;15/03/2021;21/03/2021;11;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;206,39;N
829;2021;15/03/2021;21/03/2021;11;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;78,38;N
829;2021;15/03/2021;21/03/2021;11;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Week;31,33;N
829;2021;15/03/2021;21/03/2021;11;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;85,05;N
829;2021;22/03/2021;28/03/2021;12;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;22/03/2021;28/03/2021;12;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;79,38;N
829;2021;22/03/2021;28/03/2021;12;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;130,00;N
829;2021;22/03/2021;28/03/2021;12;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;105,00;N
829;2021;22/03/2021;28/03/2021;12;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;228,46;N
829;2021;22/03/2021;28/03/2021;12;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;78,40;N
829;2021;22/03/2021;28/03/2021;12;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Week;32,10;N
829;2021;22/03/2021;28/03/2021;12;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;83,93;N
829;2021;29/03/2021;04/04/2021;13;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;29/03/2021;04/04/2021;13;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;79,17;N
829;2021;29/03/2021;04/04/2021;13;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;145,00;N
829;2021;29/03/2021;04/04/2021;13;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;105,00;N
829;2021;29/03/2021;04/04/2021;13;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;224,12;N
829;2021;29/03/2021;04/04/2021;13;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;78,89;N
829;2021;29/03/2021;04/04/2021;13;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Week;35,70;N
829;2021;29/03/2021;04/04/2021;13;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;82,08;N
829;2021;01/04/2021;30/04/2021;13;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Month;28,00;Y
829;2021;01/04/2021;30/04/2021;13;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Month;82,32;Y
829;2021;01/04/2021;30/04/2021;13;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Month;112,33;Y
829;2021;01/04/2021;30/04/2021;13;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Month;72,83;Y
829;2021;01/04/2021;30/04/2021;13;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Month;146,19;Y
829;2021;01/04/2021;30/04/2021;13;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Month;79,61;Y
829;2021;01/04/2021;30/04/2021;13;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Month;32,30;Y
829;2021;01/04/2021;30/04/2021;13;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Month;84,19;Y
829;2021;05/04/2021;11/04/2021;14;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;05/04/2021;11/04/2021;14;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;82,68;N
829;2021;05/04/2021;11/04/2021;14;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;155,00;N
829;2021;05/04/2021;11/04/2021;14;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;105,00;N
829;2021;05/04/2021;11/04/2021;14;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;215,04;N
829;2021;05/04/2021;11/04/2021;14;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;79,45;N
829;2021;05/04/2021;11/04/2021;14;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Week;31,68;N
829;2021;05/04/2021;11/04/2021;14;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;85,22;N
829;2021;12/04/2021;18/04/2021;15;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;12/04/2021;18/04/2021;15;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;85,41;N
829;2021;12/04/2021;18/04/2021;15;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;95,00;N
829;2021;12/04/2021;18/04/2021;15;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;70,00;N
829;2021;12/04/2021;18/04/2021;15;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;137,04;N
829;2021;12/04/2021;18/04/2021;15;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;79,43;N
829;2021;12/04/2021;18/04/2021;15;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Week;30,51;N
829;2021;12/04/2021;18/04/2021;15;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;81,25;N
829;2021;19/04/2021;25/04/2021;16;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;19/04/2021;25/04/2021;16;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;80,90;N
829;2021;19/04/2021;25/04/2021;16;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;95,00;N
829;2021;19/04/2021;25/04/2021;16;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;45,00;N
829;2021;19/04/2021;25/04/2021;16;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;93,41;N
829;2021;19/04/2021;25/04/2021;16;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;80,03;N
829;2021;19/04/2021;25/04/2021;16;Spain;FRL_LNL;Oranges - Lanelate;Farmgate price;National average (ES);national currency/100kg;Week;32,76;N
829;2021;19/04/2021;25/04/2021;16;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;92,21;N
829;2021;26/04/2021;02/05/2021;17;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;26/04/2021;02/05/2021;17;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;81,97;N
829;2021;26/04/2021;02/05/2021;17;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;75,00;N
829;2021;26/04/2021;02/05/2021;17;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;45,00;N
829;2021;26/04/2021;02/05/2021;17;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;74,17;N
829;2021;26/04/2021;02/05/2021;17;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;80,10;N
829;2021;26/04/2021;02/05/2021;17;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;77,33;N
829;2021;01/05/2021;31/05/2021;17;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Month;28,00;Y
829;2021;01/05/2021;31/05/2021;17;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Month;83,60;Y
829;2021;01/05/2021;31/05/2021;17;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Month;68,47;Y
829;2021;01/05/2021;31/05/2021;17;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Month;51,98;Y
829;2021;01/05/2021;31/05/2021;17;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Month;50,02;Y
829;2021;01/05/2021;31/05/2021;17;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Month;80,01;Y
829;2021;01/05/2021;31/05/2021;17;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Month;42,37;Y
829;2021;03/05/2021;09/05/2021;18;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;03/05/2021;09/05/2021;18;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;82,28;N
829;2021;03/05/2021;09/05/2021;18;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;70,00;N
829;2021;03/05/2021;09/05/2021;18;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;45,00;N
829;2021;03/05/2021;09/05/2021;18;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;51,22;N
829;2021;03/05/2021;09/05/2021;18;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;80,00;N
829;2021;03/05/2021;09/05/2021;18;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;51,35;N
829;2021;10/05/2021;16/05/2021;19;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;28,00;N
829;2021;10/05/2021;16/05/2021;19;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;86,73;N
829;2021;10/05/2021;16/05/2021;19;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;70,00;N
829;2021;10/05/2021;16/05/2021;19;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;45,00;N
829;2021;10/05/2021;16/05/2021;19;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;42,34;N
829;2021;10/05/2021;16/05/2021;19;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;80,00;N
829;2021;10/05/2021;16/05/2021;19;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;34,92;N
